Lag,Interval,Zaman,γ̄,t-stat,N
26,8,13:30,-0.0108489248022462,-1.4131326596905136,1098
26,9,14:00,0.005015390456539682,0.573330288790965,1098
26,10,14:30,0.019058498019366047,2.12824556328796,1098
26,11,15:00,-0.014639745346619876,-1.7080788487774674,1098
26,12,15:30,-0.006558404323691571,-0.733352928444625,1098
26,13,16:00,-0.0045817789007466915,-0.5543555870668142,1098
26,14,16:30,0.014949252060046003,1.6891031307088185,1098
26,15,17:00,0.003927887335901449,0.5296001463820156,1098
26,16,17:30,0.010053942414382264,1.1742218077837152,1098
27,1,10:00,0.0003997446061934194,0.04393009080369883,1097
27,2,10:30,0.010621470015182412,1.196265284603097,1097
27,3,11:00,-0.017613563488749946,-2.121374970811286,1097
27,4,11:30,0.016081275500172503,1.9659562722571688,1097
27,5,12:00,-0.015988284607913458,-1.8151180938572373,1097
27,6,12:30,0.02130194008557214,2.4080799253735488,1097
27,7,13:00,0.002723786854552762,0.321224298006054,1097
27,8,13:30,0.009416186888079811,0.9867707643233451,1097
27,9,14:00,0.009084284941287145,0.8412035852301539,1097
27,10,14:30,0.0025405827966534537,0.33242149729758097,1097
27,11,15:00,-0.006845386599557442,-0.7534170289603489,1097
27,12,15:30,0.016388784710293505,1.87936069663997,1097
27,13,16:00,-0.0047290926854227965,-0.5685187801375715,1097
27,14,16:30,0.007626105960923725,0.9304115927087889,1097
27,15,17:00,0.005700455819995134,0.6971303781306339,1097
27,16,17:30,0.027272311709914426,3.061610561893363,1097
28,1,10:00,0.00641185394253866,0.7996247197993724,1096
28,2,10:30,-0.0016389611003922793,-0.1944716961598709,1096
28,3,11:00,0.009368805952258181,1.0891391424197236,1096
28,4,11:30,0.005226144681100651,0.6843587707191235,1096
28,5,12:00,-0.0015886604123525998,-0.1770093654757502,1096
28,6,12:30,0.004735451352213683,0.550294891085748,1096
28,7,13:00,-0.009857397236027104,-1.1606434916081723,1096
28,8,13:30,-0.002857103931703024,-0.34660334207082577,1096
28,9,14:00,0.004028320997707499,0.4371148968265322,1096
28,10,14:30,-0.002577926146503518,-0.2811283130198419,1096
28,11,15:00,0.004552796357802602,0.47225940176939246,1096
28,12,15:30,0.009848029985694482,1.127783634877106,1096
28,13,16:00,-0.003753470169945408,-0.39106319523466937,1096
28,14,16:30,-0.0020024547644955848,-0.24738278877440714,1096
28,15,17:00,0.013065824003919573,1.5536366849493288,1096
28,16,17:30,0.015964470828207174,1.8675388399869806,1096
29,1,10:00,0.019684970895732172,2.271596699690214,1095
29,2,10:30,-0.0011550485662779086,-0.1359720317432955,1095
29,3,11:00,0.008173702080798996,0.9927702588998482,1095
29,4,11:30,0.0019941839807045506,0.22865059299958182,1095
29,5,12:00,0.010334814569458877,1.0224600875534262,1095
29,6,12:30,0.0036382099152021128,0.39966014930570165,1095
29,7,13:00,0.016076486934267817,1.88933629135719,1095
29,8,13:30,0.009138326868913476,1.270801117020234,1095
29,9,14:00,-0.0005839716081238685,-0.05828196326756571,1095
29,10,14:30,0.004487419946191742,0.4939598027469426,1095
29,11,15:00,-0.009096725698320336,-0.9839997588247256,1095
29,12,15:30,0.0062029247974613394,0.7713521926088877,1095
29,13,16:00,-0.005430364505305359,-0.5775699206376594,1095
29,14,16:30,6.203242255507321e-05,0.008093003422419458,1095
