date,Ocak,Şubat,Mart,Nisan,Mayıs,Haziran,Temmuz,Ağustos,Eylül,Ekim,Kasım,Aralık,Yıllık Toplam
2022,0.3259875420477343,-6.53989395828879,-5.742648783938165,-1.2402891108376668,0.5988040321340371,-0.10790998729622858,1.3143043198655668,-0.23034348759991552,12.313312100324492,-2.210720491968632,-4.461234805379255,-6.255889998521114,-12.788448983366296
2023,-1.490740730310458,1.7094840805987888,4.147413686036261,6.316111139241221,3.372178994541164,5.807011460067768,4.446306657433841,3.203480114844104,4.851219817812158,0.10336337613594537,1.3788306038627463,-0.7132423369714203,38.18229076530959
2024,7.304982007774474,1.4158851748034218,0.16357913209745778,-2.4354988262974886,3.59117732098182,0.5303221475668751,0.9558506266146072,0.9831182938645933,0.7451702559091888,-6.395205992312092,-3.3444641074873993,2.5156882900605915,5.5035418715168705
2025,4.514124742490422,0.06493728785057495,4.9399467729281055,0.9523265664995284,1.4765996850621077,-0.4821449816655554,0.4404145211609478,-1.0656894789213278,3.783441578221347,1.6648293201597886,3.38018079396174,2.2608622338718964,24.01721374322985
2026,-4.23693333500057,0.053634458930829076,-2.175300599046215,0.6521347758353668,-1.6182007919247288,-4.896962429996165,2.9487890782887938,,,,,,-9.12742834501319
